employee_id,first_name_th,last_name_th,first_name_en,last_name_en,email,branch_code,dept_code,position_title,position_level,reports_to_employee_id,hire_date,status,employment_type,is_canon_leader,canon_role_label
EMP-L3-00191,Staff191,Member,Staff191,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00192,Staff192,Member,Staff192,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00193,Staff193,Member,Staff193,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00194,Staff194,Member,Staff194,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00195,Staff195,Member,Staff195,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00196,Staff196,Member,Staff196,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00197,Staff197,Member,Staff197,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00198,Staff198,Member,Staff198,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00199,Staff199,Member,Staff199,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00200,Staff200,Member,Staff200,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00201,Staff201,Member,Staff201,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00202,Staff202,Member,Staff202,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00203,Staff203,Member,Staff203,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00204,Staff204,Member,Staff204,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00205,Staff205,Member,Staff205,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00206,Staff206,Member,Staff206,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00207,Staff207,Member,Staff207,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00208,Staff208,Member,Staff208,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00209,Staff209,Member,Staff209,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00210,Staff210,Member,Staff210,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00211,Staff211,Member,Staff211,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00212,Staff212,Member,Staff212,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00213,Staff213,Member,Staff213,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00214,Staff214,Member,Staff214,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00215,Staff215,Member,Staff215,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00216,Staff216,Member,Staff216,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00217,Staff217,Member,Staff217,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00218,Staff218,Member,Staff218,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00219,Staff219,Member,Staff219,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00220,Staff220,Member,Staff220,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00221,Staff221,Member,Staff221,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00222,Staff222,Member,Staff222,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00223,Staff223,Member,Staff223,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00224,Staff224,Member,Staff224,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00225,Staff225,Member,Staff225,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00226,Staff226,Member,Staff226,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00227,Staff227,Member,Staff227,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00228,Staff228,Member,Staff228,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00229,Staff229,Member,Staff229,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00230,Staff230,Member,Staff230,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00231,Staff231,Member,Staff231,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00232,Staff232,Member,Staff232,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00233,Staff233,Member,Staff233,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00234,Staff234,Member,Staff234,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00235,Staff235,Member,Staff235,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00236,Staff236,Member,Staff236,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00237,Staff237,Member,Staff237,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00238,Staff238,Member,Staff238,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00239,Staff239,Member,Staff239,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00240,Staff240,Member,Staff240,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00241,Staff241,Member,Staff241,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00242,Staff242,Member,Staff242,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00243,Staff243,Member,Staff243,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00244,Staff244,Member,Staff244,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00245,Staff245,Member,Staff245,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00246,Staff246,Member,Staff246,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00247,Staff247,Member,Staff247,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00248,Staff248,Member,Staff248,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00249,Staff249,Member,Staff249,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00250,Staff250,Member,Staff250,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00251,Staff251,Member,Staff251,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00252,Staff252,Member,Staff252,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00253,Staff253,Member,Staff253,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00254,Staff254,Member,Staff254,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00255,Staff255,Member,Staff255,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00256,Staff256,Member,Staff256,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00257,Staff257,Member,Staff257,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00258,Staff258,Member,Staff258,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00259,Staff259,Member,Staff259,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00260,Staff260,Member,Staff260,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00261,Staff261,Member,Staff261,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00262,Staff262,Member,Staff262,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00263,Staff263,Member,Staff263,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00264,Staff264,Member,Staff264,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00265,Staff265,Member,Staff265,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00266,Staff266,Member,Staff266,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00267,Staff267,Member,Staff267,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00268,Staff268,Member,Staff268,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00269,Staff269,Member,Staff269,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00270,Staff270,Member,Staff270,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00271,Staff271,Member,Staff271,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00272,Staff272,Member,Staff272,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00273,Staff273,Member,Staff273,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00274,Staff274,Member,Staff274,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00275,Staff275,Member,Staff275,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00276,Staff276,Member,Staff276,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00277,Staff277,Member,Staff277,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00278,Staff278,Member,Staff278,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00279,Staff279,Member,Staff279,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00280,Staff280,Member,Staff280,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00281,Staff281,Member,Staff281,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00282,Staff282,Member,Staff282,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00283,Staff283,Member,Staff283,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00284,Staff284,Member,Staff284,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00285,Staff285,Member,Staff285,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00286,Staff286,Member,Staff286,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00287,Staff287,Member,Staff287,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00288,Staff288,Member,Staff288,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00289,Staff289,Member,Staff289,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00290,Staff290,Member,Staff290,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00291,Staff291,Member,Staff291,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00292,Staff292,Member,Staff292,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00293,Staff293,Member,Staff293,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00294,Staff294,Member,Staff294,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00295,Staff295,Member,Staff295,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00296,Staff296,Member,Staff296,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00297,Staff297,Member,Staff297,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00298,Staff298,Member,Staff298,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00299,Staff299,Member,Staff299,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00300,Staff300,Member,Staff300,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00301,Staff301,Member,Staff301,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00302,Staff302,Member,Staff302,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00303,Staff303,Member,Staff303,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00304,Staff304,Member,Staff304,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00305,Staff305,Member,Staff305,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00306,Staff306,Member,Staff306,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00307,Staff307,Member,Staff307,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00308,Staff308,Member,Staff308,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00309,Staff309,Member,Staff309,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00310,Staff310,Member,Staff310,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00311,Staff311,Member,Staff311,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00312,Staff312,Member,Staff312,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00313,Staff313,Member,Staff313,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00314,Staff314,Member,Staff314,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00315,Staff315,Member,Staff315,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00316,Staff316,Member,Staff316,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00317,Staff317,Member,Staff317,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00318,Staff318,Member,Staff318,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00319,Staff319,Member,Staff319,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00320,Staff320,Member,Staff320,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00321,Staff321,Member,Staff321,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00322,Staff322,Member,Staff322,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00323,Staff323,Member,Staff323,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00324,Staff324,Member,Staff324,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00325,Staff325,Member,Staff325,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00326,Staff326,Member,Staff326,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00327,Staff327,Member,Staff327,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00328,Staff328,Member,Staff328,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00329,Staff329,Member,Staff329,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00330,Staff330,Member,Staff330,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00331,Staff331,Member,Staff331,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00332,Staff332,Member,Staff332,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00333,Staff333,Member,Staff333,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00334,Staff334,Member,Staff334,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00335,Staff335,Member,Staff335,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00336,Staff336,Member,Staff336,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00337,Staff337,Member,Staff337,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00338,Staff338,Member,Staff338,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00339,Staff339,Member,Staff339,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00340,Staff340,Member,Staff340,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00341,Staff341,Member,Staff341,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00342,Staff342,Member,Staff342,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00343,Staff343,Member,Staff343,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00344,Staff344,Member,Staff344,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00345,Staff345,Member,Staff345,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00346,Staff346,Member,Staff346,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00347,Staff347,Member,Staff347,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00348,Staff348,Member,Staff348,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00349,Staff349,Member,Staff349,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00350,Staff350,Member,Staff350,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00351,Staff351,Member,Staff351,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00352,Staff352,Member,Staff352,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00353,Staff353,Member,Staff353,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00354,Staff354,Member,Staff354,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00355,Staff355,Member,Staff355,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00356,Staff356,Member,Staff356,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00357,Staff357,Member,Staff357,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00358,Staff358,Member,Staff358,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00359,Staff359,Member,Staff359,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00360,Staff360,Member,Staff360,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00361,Staff361,Member,Staff361,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00362,Staff362,Member,Staff362,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00363,Staff363,Member,Staff363,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00364,Staff364,Member,Staff364,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00365,Staff365,Member,Staff365,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00366,Staff366,Member,Staff366,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00367,Staff367,Member,Staff367,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00368,Staff368,Member,Staff368,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00369,Staff369,Member,Staff369,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00370,Staff370,Member,Staff370,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00371,Staff371,Member,Staff371,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00372,Staff372,Member,Staff372,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00373,Staff373,Member,Staff373,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00374,Staff374,Member,Staff374,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00375,Staff375,Member,Staff375,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
EMP-L3-00376,Staff376,Member,Staff376,Member,,BKK-R9,FIN,FIN Staff,IC,EMP-L3-00005,2023-01-01,active,FT,false,
EMP-L3-00377,Staff377,Member,Staff377,Member,,BKK-R9,MKT,MKT Staff,IC,EMP-L3-00006,2023-01-01,active,FT,false,
EMP-L3-00378,Staff378,Member,Staff378,Member,,BKK-R9,RET,RET Staff,IC,EMP-L3-00004,2023-01-01,active,FT,false,
EMP-L3-00379,Staff379,Member,Staff379,Member,,BKK-R9,SUP,SUP Staff,IC,EMP-L3-00003,2023-01-01,active,FT,false,
EMP-L3-00380,Staff380,Member,Staff380,Member,,BKK-R9,B2B,B2B Staff,IC,EMP-L3-00002,2023-01-01,active,FT,false,
EMP-L3-00381,Staff381,Member,Staff381,Member,,BKK-R9,OPS,OPS Staff,IC,EMP-L3-00008,2023-01-01,active,FT,false,
